Id,Name,Age,Height,Weight,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain
181724,C. Sarr,22.0,190 cm,,Senegal,False,Granada CF,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/181724.png,https://media.api-sports.io/football/teams/715.png,,0.0,0.0,0.0,False
182164,Pepe Sánchez,22.0,185 cm,63 kg,Spain,False,Granada CF,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/182164.png,https://media.api-sports.io/football/teams/715.png,,0.0,0.0,0.0,False
182695,Pau Martínez,22.0,168 cm,66 kg,Spain,False,Osasuna,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/182695.png,https://media.api-sports.io/football/teams/727.png,,0.0,0.0,0.0,False
182857,Sergio Barcia,22.0,,,Spain,False,Granada CF,Defender,1.0,76.0,8.0,,22.0,,,,,,,,1.0,1.0,,1.0,3.0,,0.0,0.0,,https://media.api-sports.io/football/players/182857.png,https://media.api-sports.io/football/teams/715.png,6.300000,0.0,0.0,0.0,False
290215,Raúl Torrente,21.0,193 cm,79 kg,Spain,False,Granada CF,Defender,18.0,1282.0,22.0,3.0,533.0,,2.0,1.0,,1.0,10.0,21.0,8.0,12.0,31.0,59.0,114.0,,0.0,0.0,,https://media.api-sports.io/football/players/290215.png,https://media.api-sports.io/football/teams/715.png,6.550000,5.0,0.0,0.0,False
290685,Ángel Jiménez,20.0,,,Spain,False,Granada CF,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/290685.png,https://media.api-sports.io/football/teams/715.png,,0.0,0.0,0.0,False
146,Álex Collado,23.0,177 cm,66 kg,Spain,False,Granada CF,Midfielder,13.0,699.0,14.0,11.0,222.0,6.0,8.0,25.0,,9.0,10.0,12.0,2.0,4.0,19.0,43.0,108.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/146.png,https://media.api-sports.io/football/teams/715.png,6.707692,1.0,0.0,0.0,False
1706,Carlos Arturo Bacca Ahumada,36.0,181 cm,77 kg,Colombia,False,Granada CF,Attacker,16.0,501.0,4.0,6.0,76.0,2.0,5.0,7.0,,4.0,6.0,3.0,,1.0,4.0,19.0,46.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/1706.png,https://media.api-sports.io/football/teams/715.png,6.678571,3.0,0.0,0.0,False
1708,Dani Raba,27.0,184 cm,76 kg,Spain,False,Granada CF,Attacker,2.0,24.0,2.0,,3.0,,,,,,1.0,1.0,,1.0,2.0,3.0,8.0,,0.0,0.0,,https://media.api-sports.io/football/players/1708.png,https://media.api-sports.io/football/teams/715.png,6.250000,0.0,0.0,0.0,False
2459,Darwin Daniel Machís Marcano,29.0,170 cm,68 kg,Venezuela,False,Granada CF,Attacker,24.0,1317.0,9.0,16.0,294.0,17.0,24.0,52.0,,32.0,24.0,11.0,,12.0,19.0,85.0,155.0,2.0,4.0,0.0,,https://media.api-sports.io/football/players/2459.png,https://media.api-sports.io/football/teams/715.png,6.972727,2.0,0.0,0.0,False
46090,N. Petrović,23.0,185 cm,,Serbia,False,Granada CF,Midfielder,12.0,723.0,18.0,2.0,275.0,2.0,5.0,14.0,,10.0,13.0,7.0,4.0,8.0,17.0,47.0,83.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/46090.png,https://media.api-sports.io/football/teams/715.png,6.675000,4.0,0.0,0.0,False
46687,Ángel Montoro Sánchez,34.0,181 cm,72 kg,Spain,False,Granada CF,Midfielder,24.0,1328.0,20.0,23.0,579.0,5.0,15.0,2.0,,,17.0,24.0,1.0,11.0,22.0,47.0,110.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/46687.png,https://media.api-sports.io/football/teams/715.png,6.740909,5.0,0.0,0.0,False
46689,Antonio Puertas,30.0,183 cm,77 kg,Spain,False,Granada CF,Midfielder,29.0,1938.0,13.0,14.0,481.0,10.0,19.0,45.0,,23.0,25.0,31.0,2.0,8.0,22.0,106.0,253.0,1.0,5.0,0.0,,https://media.api-sports.io/football/players/46689.png,https://media.api-sports.io/football/teams/715.png,6.607692,4.0,0.0,0.0,False
46920,Y. Eteki,25.0,180 cm,70 kg,Cameroon,False,Granada CF,Midfielder,9.0,260.0,9.0,1.0,100.0,,1.0,3.0,,1.0,4.0,13.0,1.0,3.0,4.0,15.0,43.0,,0.0,0.0,,https://media.api-sports.io/football/players/46920.png,https://media.api-sports.io/football/teams/715.png,6.287500,2.0,0.0,0.0,False
47265,Jorge Molina Vidal,40.0,188 cm,72 kg,Spain,False,Granada CF,Attacker,31.0,1661.0,9.0,27.0,388.0,16.0,26.0,13.0,,6.0,34.0,12.0,2.0,6.0,3.0,102.0,228.0,4.0,8.0,0.0,,https://media.api-sports.io/football/players/47265.png,https://media.api-sports.io/football/teams/715.png,6.932142,2.0,0.0,0.0,False
47352,Fernando Pacheco Flores,30.0,186 cm,81 kg,Spain,False,Alaves,Goalkeeper,31.0,2784.0,17.0,2.0,878.0,,,,,,1.0,,,,1.0,7.0,7.0,,0.0,52.0,81.0,https://media.api-sports.io/football/players/47352.png,https://media.api-sports.io/football/teams/542.png,6.700000,1.0,0.0,0.0,False
47353,Antonio Sivera Salvá,26.0,184 cm,75 kg,Spain,False,Alaves,Goalkeeper,3.0,186.0,12.0,,68.0,,,,,,,,,,,,,,0.0,3.0,7.0,https://media.api-sports.io/football/players/47353.png,https://media.api-sports.io/football/teams/542.png,6.600000,1.0,0.0,0.0,False
47468,Rubén  Rochina Naixes,31.0,182 cm,76 kg,Spain,False,Granada CF,Midfielder,15.0,739.0,16.0,13.0,338.0,5.0,10.0,18.0,,13.0,16.0,11.0,1.0,6.0,21.0,56.0,117.0,3.0,1.0,0.0,,https://media.api-sports.io/football/players/47468.png,https://media.api-sports.io/football/teams/715.png,6.850000,3.0,0.0,0.0,False
51756,M. Arezo,20.0,178 cm,76 kg,Uruguay,False,Granada CF,Attacker,7.0,144.0,2.0,5.0,28.0,3.0,4.0,4.0,,2.0,,3.0,,1.0,5.0,14.0,32.0,,0.0,0.0,,https://media.api-sports.io/football/players/51756.png,https://media.api-sports.io/football/teams/715.png,6.500000,1.0,0.0,0.0,False
137441,Cristian Gutiérrez,22.0,177 cm,70 kg,Spain,False,Granada CF,Attacker,,,,,,,,,,,,,,,,,,,,,,https://media.api-sports.io/football/players/137441.png,https://media.api-sports.io/football/teams/715.png,,,,,False
163060,Adrián,22.0,195 cm,82 kg,Spain,False,Alaves,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/163060.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
182166,Ismael Ruiz,21.0,180 cm,67 kg,Spain,False,Granada CF,Midfielder,8.0,282.0,13.0,2.0,116.0,1.0,3.0,2.0,,2.0,3.0,2.0,2.0,3.0,2.0,9.0,25.0,,0.0,0.0,,https://media.api-sports.io/football/players/182166.png,https://media.api-sports.io/football/teams/715.png,6.485714,1.0,0.0,0.0,False
286639,Bryan Zaragoza,21.0,164 cm,,Spain,False,Granada CF,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/286639.png,https://media.api-sports.io/football/teams/715.png,,0.0,0.0,0.0,False
291147,Miguel Brau,,,,Spain,False,Granada CF,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/291147.png,https://media.api-sports.io/football/teams/715.png,,0.0,0.0,0.0,False
350363,Óscar Medina,18.0,,,Spain,False,Alaves,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/350363.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
350364,Iván Sanz,19.0,,,Spain,False,Alaves,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/350364.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
47,Toni Moya,24.0,180 cm,78 kg,Spain,False,Alaves,Midfielder,26.0,1329.0,13.0,22.0,442.0,2.0,8.0,24.0,,19.0,10.0,27.0,5.0,18.0,19.0,55.0,135.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47.png,https://media.api-sports.io/football/teams/542.png,6.695833,2.0,0.0,0.0,False
6233,N. Tenaglia,26.0,180 cm,73 kg,Argentina,False,Alaves,Defender,10.0,837.0,14.0,2.0,257.0,1.0,3.0,6.0,,4.0,6.0,3.0,2.0,22.0,34.0,60.0,93.0,,0.0,0.0,,https://media.api-sports.io/football/players/6233.png,https://media.api-sports.io/football/teams/542.png,6.770000,2.0,0.0,0.0,False
18895,Florian Lejeune,31.0,189 cm,89 kg,France,False,Alaves,Defender,26.0,2340.0,30.0,3.0,990.0,2.0,14.0,5.0,,2.0,5.0,31.0,17.0,28.0,29.0,94.0,174.0,,0.0,0.0,,https://media.api-sports.io/football/players/18895.png,https://media.api-sports.io/football/teams/542.png,6.780000,7.0,0.0,1.0,False
19607,M. Miazga,27.0,193 cm,84 kg,USA,False,Alaves,Defender,11.0,831.0,26.0,2.0,319.0,3.0,6.0,,,,2.0,6.0,12.0,11.0,7.0,42.0,61.0,,0.0,0.0,,https://media.api-sports.io/football/players/19607.png,https://media.api-sports.io/football/teams/542.png,6.827272,2.0,0.0,0.0,False
22146,Manu García,24.0,169 cm,65 kg,Spain,False,Alaves,Midfielder,22.0,960.0,16.0,19.0,473.0,1.0,3.0,40.0,,29.0,29.0,24.0,1.0,13.0,16.0,77.0,159.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/22146.png,https://media.api-sports.io/football/teams/542.png,6.809523,3.0,0.0,0.0,False
35575,Edgar Antonio Méndez Ortega,32.0,187 cm,80 kg,Spain,False,Alaves,Midfielder,30.0,1488.0,7.0,17.0,335.0,7.0,18.0,24.0,,13.0,25.0,44.0,,4.0,22.0,91.0,211.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/35575.png,https://media.api-sports.io/football/teams/542.png,6.617857,4.0,0.0,0.0,False
46782,Manu Vallejo,25.0,167 cm,72 kg,Spain,False,Alaves,Attacker,8.0,269.0,7.0,4.0,73.0,2.0,3.0,8.0,,,3.0,4.0,,,6.0,14.0,42.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/46782.png,https://media.api-sports.io/football/teams/542.png,6.757142,0.0,0.0,0.0,False
46789,Saúl García,28.0,182 cm,76 kg,Spain,False,Alaves,Defender,1.0,3.0,1.0,,3.0,,,,,,,,,,1.0,1.0,1.0,,0.0,0.0,,https://media.api-sports.io/football/players/46789.png,https://media.api-sports.io/football/teams/542.png,6.700000,0.0,0.0,0.0,False
46813,A. Abqar,23.0,188 cm,80 kg,Morocco,False,Alaves,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/46813.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
47354,Martín Aguirregabiria,26.0,178 cm,69 kg,Spain,False,Alaves,Defender,21.0,1501.0,16.0,10.0,502.0,,3.0,17.0,,13.0,21.0,20.0,3.0,23.0,29.0,91.0,156.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47354.png,https://media.api-sports.io/football/teams/542.png,6.680000,4.0,0.0,0.0,False
47355,Rubén Duarte,27.0,180 cm,75 kg,Spain,False,Alaves,Defender,31.0,2400.0,19.0,21.0,830.0,3.0,6.0,7.0,,3.0,34.0,40.0,6.0,51.0,69.0,156.0,277.0,4.0,0.0,0.0,,https://media.api-sports.io/football/players/47355.png,https://media.api-sports.io/football/teams/542.png,6.793333,11.0,0.0,1.0,False
47357,Víctor Laguardia Cisneros,33.0,185 cm,80 kg,Spain,False,Alaves,Defender,31.0,2784.0,27.0,4.0,1104.0,5.0,11.0,,,,6.0,20.0,23.0,24.0,25.0,86.0,160.0,1.0,3.0,0.0,,https://media.api-sports.io/football/players/47357.png,https://media.api-sports.io/football/teams/542.png,6.836666,8.0,0.0,0.0,False
47360,Joaquín Navarro Jiménez,32.0,176 cm,75 kg,Spain,False,Alaves,Defender,15.0,1106.0,16.0,4.0,343.0,3.0,7.0,9.0,,4.0,22.0,13.0,4.0,19.0,24.0,57.0,110.0,,0.0,0.0,,https://media.api-sports.io/football/players/47360.png,https://media.api-sports.io/football/teams/542.png,6.546666,4.0,0.0,0.0,False
47365,Tomás Pina Isla,35.0,184 cm,78 kg,Spain,False,Alaves,Midfielder,27.0,1374.0,15.0,2.0,548.0,1.0,4.0,7.0,,4.0,28.0,36.0,3.0,22.0,25.0,87.0,167.0,,0.0,0.0,,https://media.api-sports.io/football/players/47365.png,https://media.api-sports.io/football/teams/542.png,6.544444,3.0,0.0,0.0,False
47388,G. Escalante,29.0,182 cm,76 kg,Argentina,False,Alaves,Midfielder,15.0,1134.0,15.0,6.0,361.0,6.0,9.0,8.0,,6.0,22.0,22.0,2.0,20.0,28.0,87.0,159.0,,4.0,0.0,,https://media.api-sports.io/football/players/47388.png,https://media.api-sports.io/football/teams/542.png,6.880000,6.0,0.0,0.0,False
47473,Jason,28.0,178 cm,65 kg,Spain,False,Alaves,Midfielder,11.0,484.0,5.0,9.0,102.0,,3.0,6.0,,2.0,8.0,10.0,,4.0,6.0,23.0,60.0,,0.0,0.0,,https://media.api-sports.io/football/players/47473.png,https://media.api-sports.io/football/teams/542.png,6.463636,1.0,0.0,0.0,False
47518,Pere Pons,29.0,177 cm,70 kg,Spain,False,Alaves,Midfielder,23.0,1197.0,10.0,11.0,309.0,4.0,12.0,7.0,,4.0,16.0,24.0,1.0,4.0,20.0,54.0,133.0,,1.0,0.0,,https://media.api-sports.io/football/players/47518.png,https://media.api-sports.io/football/teams/542.png,6.513636,1.0,0.0,0.0,False
125408,A. Țîrlea,22.0,178 cm,65 kg,Romania,False,Alaves,Midfielder,1.0,14.0,5.0,,7.0,,,3.0,,2.0,,,,,,2.0,4.0,,0.0,0.0,,https://media.api-sports.io/football/players/125408.png,https://media.api-sports.io/football/teams/542.png,6.700000,0.0,0.0,0.0,False
182636,Javi López,20.0,184 cm,,Spain,False,Alaves,Defender,7.0,404.0,14.0,5.0,133.0,,,4.0,,1.0,11.0,6.0,1.0,4.0,7.0,19.0,40.0,,0.0,0.0,,https://media.api-sports.io/football/players/182636.png,https://media.api-sports.io/football/teams/542.png,6.366666,2.0,0.0,0.0,False
311740,Tomás Mendes,18.0,,,Spain,False,Alaves,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/311740.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
131,Jorge Cuenca,23.0,190 cm,75 kg,Spain,False,Getafe,Defender,28.0,2326.0,22.0,2.0,911.0,7.0,14.0,4.0,,2.0,13.0,28.0,9.0,33.0,41.0,129.0,196.0,,1.0,0.0,,https://media.api-sports.io/football/players/131.png,https://media.api-sports.io/football/teams/546.png,6.796296,5.0,2.0,0.0,False
913,Cristian Rivero Sabater,24.0,188 cm,75 kg,Spain,False,Valencia,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/913.png,https://media.api-sports.io/football/teams/532.png,,0.0,0.0,0.0,False
18907,José Luis Sanmartín Mato,32.0,192 cm,80 kg,Spain,False,Alaves,Attacker,34.0,2855.0,17.0,27.0,938.0,35.0,57.0,47.0,,17.0,46.0,40.0,4.0,7.0,14.0,327.0,553.0,3.0,13.0,0.0,,https://media.api-sports.io/football/players/18907.png,https://media.api-sports.io/football/teams/542.png,7.178787,0.0,0.0,0.0,False
46782,Manu Vallejo,25.0,167 cm,72 kg,Spain,False,Alaves,Attacker,8.0,269.0,7.0,4.0,73.0,2.0,3.0,8.0,,,3.0,4.0,,,6.0,14.0,42.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/46782.png,https://media.api-sports.io/football/teams/542.png,6.757142,0.0,0.0,0.0,False
46933,Luis Rioja,29.0,175 cm,68 kg,Spain,False,Alaves,Attacker,34.0,2880.0,13.0,28.0,663.0,13.0,27.0,119.0,,62.0,36.0,17.0,1.0,25.0,26.0,141.0,330.0,3.0,1.0,0.0,,https://media.api-sports.io/football/players/46933.png,https://media.api-sports.io/football/teams/542.png,6.627272,3.0,0.0,0.0,False
47247,David Soria Solís,29.0,192 cm,85 kg,Spain,False,Getafe,Goalkeeper,34.0,3055.0,14.0,,897.0,,,,,,3.0,1.0,,,1.0,16.0,18.0,,0.0,37.0,77.0,https://media.api-sports.io/football/players/47247.png,https://media.api-sports.io/football/teams/546.png,6.828125,3.0,0.0,0.0,False
47248,Orlando Rubén Yáñez Alabart,29.0,190 cm,85 kg,Spain,False,Getafe,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/47248.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
47254,M. Olivera,25.0,184 cm,78 kg,Uruguay,False,Getafe,Defender,28.0,2447.0,24.0,28.0,901.0,5.0,16.0,44.0,,20.0,41.0,42.0,4.0,50.0,69.0,225.0,419.0,3.0,1.0,0.0,,https://media.api-sports.io/football/players/47254.png,https://media.api-sports.io/football/teams/546.png,6.996296,8.0,0.0,0.0,False
47371,John Guidetti,30.0,185 cm,79 kg,Sweden,False,Alaves,Attacker,10.0,273.0,5.0,4.0,70.0,2.0,5.0,5.0,,3.0,3.0,9.0,,,2.0,9.0,27.0,,0.0,0.0,,https://media.api-sports.io/football/players/47371.png,https://media.api-sports.io/football/teams/542.png,6.550000,2.0,0.0,0.0,False
47408,J. Silva,28.0,178 cm,72 kg,Argentina,False,Getafe,Defender,9.0,220.0,6.0,2.0,72.0,1.0,1.0,1.0,,1.0,5.0,10.0,,3.0,10.0,17.0,38.0,,0.0,0.0,,https://media.api-sports.io/football/players/47408.png,https://media.api-sports.io/football/teams/546.png,6.411111,4.0,0.0,0.0,False
47452,E. Cabaco,27.0,185 cm,84 kg,Uruguay,False,Getafe,Defender,10.0,403.0,12.0,2.0,153.0,,1.0,,,,4.0,7.0,1.0,3.0,1.0,12.0,27.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47452.png,https://media.api-sports.io/football/teams/546.png,6.412500,3.0,0.0,1.0,False
47494,Miguel de la Fuente,23.0,180 cm,77 kg,Spain,False,Alaves,Attacker,19.0,604.0,4.0,3.0,107.0,2.0,9.0,13.0,,7.0,12.0,9.0,,1.0,5.0,33.0,97.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47494.png,https://media.api-sports.io/football/teams/542.png,6.450000,1.0,0.0,0.0,False
51449,G. Álvarez,22.0,184 cm,72 kg,Uruguay,False,Getafe,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/51449.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
119742,Juan Iglesias,24.0,185 cm,,Spain,False,Getafe,Defender,17.0,527.0,6.0,7.0,163.0,,3.0,8.0,,4.0,14.0,14.0,2.0,10.0,15.0,41.0,83.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/119742.png,https://media.api-sports.io/football/teams/546.png,6.547058,0.0,0.0,0.0,False
122956,Diego José Conde Alcolado,24.0,188 cm,,Spain,False,Getafe,Goalkeeper,1.0,5.0,,,6.0,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/122956.png,https://media.api-sports.io/football/teams/546.png,6.200000,0.0,0.0,0.0,False
125408,A. Țîrlea,22.0,178 cm,65 kg,Romania,False,Alaves,Midfielder,1.0,14.0,5.0,,7.0,,,3.0,,2.0,,,,,,2.0,4.0,,0.0,0.0,,https://media.api-sports.io/football/players/125408.png,https://media.api-sports.io/football/teams/542.png,6.700000,0.0,0.0,0.0,False
182556,Alan Godoy,19.0,,,Spain,False,Alaves,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/182556.png,https://media.api-sports.io/football/teams/542.png,,0.0,0.0,0.0,False
184762,Álvaro López,23.0,,,Spain,False,Getafe,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/184762.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
286643,E. Akurugu,21.0,,,Ghana,False,Getafe,Defender,3.0,78.0,6.0,1.0,27.0,,1.0,4.0,,3.0,1.0,1.0,,,,6.0,12.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/286643.png,https://media.api-sports.io/football/teams/546.png,6.366666,0.0,0.0,0.0,False
299877,Chinchu,20.0,,,Spain,False,Getafe,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/299877.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
46,Víctor Machín Pérez,33.0,185 cm,80 kg,Spain,False,Getafe,Midfielder,7.0,216.0,12.0,3.0,106.0,,,9.0,,5.0,9.0,7.0,,1.0,3.0,21.0,40.0,,0.0,0.0,,https://media.api-sports.io/football/players/46.png,https://media.api-sports.io/football/teams/546.png,6.471428,0.0,0.0,0.0,False
143,Carles Aleñá,24.0,180 cm,73 kg,Spain,False,Getafe,Midfielder,29.0,2174.0,21.0,18.0,725.0,12.0,29.0,32.0,,15.0,33.0,41.0,2.0,14.0,24.0,83.0,220.0,2.0,1.0,0.0,,https://media.api-sports.io/football/players/143.png,https://media.api-sports.io/football/teams/546.png,6.633333,6.0,1.0,0.0,False
2671,Jaime Mata Arnaiz,34.0,185 cm,79 kg,Spain,False,Getafe,Attacker,22.0,657.0,6.0,8.0,183.0,3.0,8.0,8.0,,4.0,17.0,24.0,1.0,1.0,6.0,51.0,143.0,,1.0,0.0,,https://media.api-sports.io/football/players/2671.png,https://media.api-sports.io/football/teams/546.png,6.555000,7.0,0.0,0.0,False
2824,N. Maksimović,27.0,189 cm,78 kg,Serbia,False,Getafe,Midfielder,30.0,2603.0,20.0,17.0,748.0,5.0,20.0,16.0,,10.0,11.0,13.0,9.0,61.0,44.0,107.0,200.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/2824.png,https://media.api-sports.io/football/teams/546.png,6.865517,4.0,0.0,0.0,False
46890,Álvaro Jiménez,27.0,175 cm,71 kg,Spain,False,Cadiz,Midfielder,9.0,227.0,3.0,2.0,46.0,1.0,3.0,15.0,,8.0,7.0,4.0,,3.0,6.0,23.0,42.0,,0.0,0.0,,https://media.api-sports.io/football/players/46890.png,https://media.api-sports.io/football/teams/724.png,6.522222,0.0,0.0,0.0,False
46898,Alexander Alegría Moreno,30.0,190 cm,82 kg,Spain,False,Mallorca,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/46898.png,https://media.api-sports.io/football/teams/798.png,,0.0,0.0,0.0,False
47084,Filip Malbašić,30.0,182 cm,79 kg,Serbia,False,Cadiz,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/47084.png,https://media.api-sports.io/football/teams/724.png,,0.0,0.0,0.0,False
47256,Miguel Rubio,24.0,191 cm,86 kg,Spain,False,Getafe,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/47256.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
47258,M. Arambarri,27.0,175 cm,74 kg,Uruguay,False,Getafe,Midfielder,26.0,2217.0,28.0,32.0,930.0,8.0,26.0,44.0,,30.0,43.0,37.0,3.0,29.0,52.0,148.0,280.0,5.0,0.0,0.0,,https://media.api-sports.io/football/players/47258.png,https://media.api-sports.io/football/teams/546.png,7.076000,11.0,0.0,0.0,False
47324,Sandro Ramírez Castillo,27.0,175 cm,71 kg,Spain,False,Getafe,Attacker,26.0,1432.0,10.0,13.0,329.0,13.0,33.0,43.0,,13.0,43.0,31.0,3.0,3.0,5.0,75.0,176.0,,3.0,0.0,,https://media.api-sports.io/football/players/47324.png,https://media.api-sports.io/football/teams/546.png,6.687500,7.0,0.0,0.0,False
47416,Óscar Rodríguez,24.0,174 cm,67 kg,Spain,False,Getafe,Midfielder,13.0,701.0,15.0,11.0,264.0,4.0,13.0,13.0,,7.0,11.0,8.0,,10.0,9.0,35.0,80.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47416.png,https://media.api-sports.io/football/teams/546.png,6.866666,3.0,0.0,0.0,False
47443,Okay Yokuşlu,28.0,190 cm,79 kg,Turkey,False,Getafe,Midfielder,7.0,273.0,6.0,,45.0,,1.0,2.0,,2.0,1.0,2.0,,2.0,2.0,7.0,11.0,,0.0,0.0,,https://media.api-sports.io/football/players/47443.png,https://media.api-sports.io/football/teams/546.png,6.800000,1.0,0.0,0.0,False
47472,Borja Mayoral,25.0,182 cm,74 kg,Spain,False,Getafe,Attacker,13.0,665.0,9.0,8.0,159.0,7.0,10.0,23.0,,10.0,14.0,10.0,3.0,3.0,7.0,48.0,101.0,1.0,6.0,0.0,,https://media.api-sports.io/football/players/47472.png,https://media.api-sports.io/football/teams/546.png,6.992307,3.0,0.0,0.0,False
47540,Ángel Algobia,23.0,180 cm,78 kg,Spain,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/47540.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
161845,Totti,21.0,181 cm,,Spain,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/161845.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
184617,Diego López,21.0,,,Spain,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/184617.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
184743,Santi García,21.0,,,Spain,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/184743.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
185599,José Manuel Calderón Portillo,22.0,,,Spain,False,Real Betis,Defender,1.0,64.0,37.0,1.0,38.0,,,,,,1.0,1.0,,,2.0,3.0,8.0,,0.0,0.0,,https://media.api-sports.io/football/players/185599.png,https://media.api-sports.io/football/teams/543.png,7.000000,0.0,0.0,0.0,False
293297,John Patrick,19.0,,,Republic of Ireland,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/293297.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
313111,Pablo Montero,20.0,,,Spain,False,Getafe,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/313111.png,https://media.api-sports.io/football/teams/546.png,,0.0,0.0,0.0,False
395,Hernâni Jorge Santos Fortes,31.0,180 cm,70 kg,Portugal,False,Levante,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/395.png,https://media.api-sports.io/football/teams/539.png,,0.0,0.0,0.0,False
